conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,translated_text,sentiment,date,engagement
1895705099684757523,2025-03-01 05:18:10+00:00,0,Walikota Kediri seumuran gue????????????? HAH,1895705099684757523,,,in,nomaden,0,0,0,https://x.com/daynswiftly/status/1895705099684757523,101614860,daynswiftly,walikota kediri seumuran gue hah,Mayor of Kediri my age,neutral,2025-03-01,0
1892416447185584469,2025-02-20 03:30:15+00:00,0,meskipun aku warga kabupaten kediri tapi agak syok dikit karena doi yang terpilih jadi walikota kediri wkwk,1892416447185584469,,,in,,0,0,0,https://x.com/kidofuniverse/status/1892416447185584469,1014711757,kidofuniverse,meskipun aku warga kabupaten kediri tapi agak syok dikit karena doi yang terpilih jadi walikota kediri wkwk,"Even though I am a resident of Kediri Regency, it's a bit shocked because he was chosen to be the Mayor of Kediri",negative,2025-02-20,0
1877593840686870560,2025-01-10 05:50:30+00:00,1,Kepala Kepolisian Resor Kediri Kota Beserta Staf dan Jajaran Selamat Hari Ulang Tahun 10 Januari 2025 Dr. Ir. Zanariah https://t.co/WnmiehTUGp. Pj. Walikota Kediri Semoga Panjang Umur Sehat Selalu Serta Senantiasa Dalam Lindungan Allah SWT https://t.co/mCT3YlvanI,1877593840686870560,https://pbs.twimg.com/media/Gg6NpFIaMAQ2Csw.jpg,,in,,0,0,0,https://x.com/polsek_semen/status/1877593840686870560,1831660019416494080,polsek_semen,kepala kepolisian resor kediri kota beserta staf dan jajaran selamat hari ulang tahun januari dr ir zanariah pj walikota kediri semoga panjang umur sehat selalu serta senantiasa dalam lindungan allah swt,"Kediri City Police Chief along with staff and Happy Birthday January Dr. Ir Zanariah PJ Mayor of Kediri, hopefully a long life is always and always in the protection of Allah SWT",positive,2025-01-10,1
1895504349893382354,2025-02-28 16:00:28+00:00,0,Bawa Semangat Retret Walikota Kediri Tekankan Soliditas dan Integritas untuk Bangun Kota Kediri - Kubus https://t.co/1UZVaJO6L1,1895504349893382354,,,in,"Kediri, Jawa Timur, Indonesia",0,0,0,https://x.com/RadioANDIKA/status/1895504349893382354,292707369,RadioANDIKA,bawa semangat retret walikota kediri tekankan soliditas dan integritas untuk bangun kota kediri kubus,"Bring the spirit of the Mayor of Kediri, emphasize solidity and integrity to build the city of Kediri cubes",positive,2025-02-28,0
1868989609566519463,2024-12-17 12:00:21+00:00,0,Umur 22 sik durung tau dadi pasien rsj iki wes termasuk apik loh mas lak diwalik dibandingno karo walikota kediri sing anyar umur 26 wes dadi walikota gelem a‍↕️,1868989609566519463,,,in,,0,1,0,https://x.com/umeemayo/status/1868989609566519463,1772390388294356993,umeemayo,umur sik durung tau dadi pasien rsj iki wes termasuk apik loh mas lak diwalik dibandingno karo walikota kediri sing anyar umur wes dadi walikota gelem a,Age SIK Durung Tau Dadi Patients with Iki Wes Hospital including APIK LOH MAS LAK DIRECTED compared,neutral,2024-12-17,0
1877977028508708944,2025-01-11 07:13:09+00:00,0,Komisi Pemilihan Umum (KPU) Kota Kediri secara resmi menetapkan pasangan Vinanda Prameswati S.H MKn dan KH Qowimuddin Thoha sebagai Walikota dan Wakil Walikota Kediri Terpilih periode 2024-2029 pada Kamis 9 Januari 2025. https://t.co/zJreyQDkZI,1877977028508708944,,,in,Indonesia,0,0,0,https://x.com/JavanicaPost/status/1877977028508708944,1846016698920685568,JavanicaPost,komisi pemilihan umum kpu kota kediri secara resmi menetapkan pasangan vinanda prameswati sh mkn dan kh qowimuddin thoha sebagai walikota dan wakil walikota kediri terpilih periode pada kamis januari,The Kediri City KPU General Election Commission officially established the pair Vinanda Prameswati SH MKN and KH Qowimuddin Thoha as Mayor and Deputy Mayor of Kediri elected on Thursday January,neutral,2025-01-11,0
1877593265329025260,2025-01-10 05:48:13+00:00,0,Kepala Kepolisian Resor Kediri Kota Beserta Staf dan Jajaran Mengucapkan Selamat Hari Ulang Tahun 10 Januari 2025 Dr. Ir. Zanariah https://t.co/qtwJcVrziX. Pj. Walikota Kediri Semoga Panjang Umur Sehat Selalu Serta Senantiasa Dalam Lindungan Allah SWT https://t.co/7zPfxXoW0G,1877593265329025260,https://pbs.twimg.com/media/Gg6NH72aMAE4aaB.jpg,,in,,0,0,0,https://x.com/sektormojoroto/status/1877593265329025260,1641787834439962627,sektormojoroto,kepala kepolisian resor kediri kota beserta staf dan jajaran mengucapkan selamat hari ulang tahun januari dr ir zanariah pj walikota kediri semoga panjang umur sehat selalu serta senantiasa dalam lindungan allah swt,"Kediri City Police Chief and staff and staff wish you a happy birthday January Dr. Ir Zanariah PJ Mayor of Kediri, hopefully a long life is always and always in the protection of Allah SWT",positive,2025-01-10,0
1892963090725040286,2025-02-21 15:42:25+00:00,0,Walikota Kediri Vinanda Prameswati Curi Perhatian di Lokasi Pemberangkatan Retret Magelang - Kubus https://t.co/N2m1EmZQDL,1892963090725040286,,,in,"Kediri, Jawa Timur, Indonesia",0,0,0,https://x.com/RadioANDIKA/status/1892963090725040286,292707369,RadioANDIKA,walikota kediri vinanda prameswati curi perhatian di lokasi pemberangkatan retret magelang kubus,Mayor of Kediri Vinanda Prameswati stole attention at the location of the departure of Magelang Retreat Cube,positive,2025-02-21,0
1892399628202463660,2025-02-20 02:23:25+00:00,2,Kepala BNN Kota Kediri Beserta Seluruh Staf mengucapkan Selamat Atas dilantiknya Walikota dan Wakil Walikota Kediri Periode 2025-2030. Selamat Bertugas menjalankan amanah memimpin Kota Kediri semakin Maju dan Sejahtera. #bnnkotakediri #bersinar #jatimsangar #kotakediri https://t.co/25nhKU5Un4,1892399628202463660,https://pbs.twimg.com/media/GkMnazNbUAEwImb.jpg,,in,https://maps.app.goo.gl/Z97WNk,0,0,0,https://x.com/bnn_kotakediri/status/1892399628202463660,1438504955615141904,bnn_kotakediri,kepala bnn kota kediri beserta seluruh staf mengucapkan selamat atas dilantiknya walikota dan wakil walikota kediri periode selamat bertugas menjalankan amanah memimpin kota kediri semakin maju dan sejahtera,The Head of the Kediri City BNN and all staff congratulated the inauguration of the Mayor and Deputy Mayor of Kediri to have the mandate to lead the city of Kediri to be more advanced and prosperous,positive,2025-02-20,2
1894661015666921788,2025-02-26 08:09:21+00:00,0,Hadiri Penilaian Lomba Posyandu dan Kader Berprestasi Wakil Walikota Kediri Harap Pelayanan Posyandu Semakin Meningkat - Kubus https://t.co/vmenTbjonG,1894661015666921788,,,in,"Kediri, Jawa Timur, Indonesia",0,0,0,https://x.com/RadioANDIKA/status/1894661015666921788,292707369,RadioANDIKA,hadiri penilaian lomba posyandu dan kader berprestasi wakil walikota kediri harap pelayanan posyandu semakin meningkat kubus,"Attend the assessment of the Posyandu competition and the outstanding cadre of the Deputy Mayor of Kediri, hope that the posyandu service will increase the cube",positive,2025-02-26,0
1895095656211193899,2025-02-27 12:56:28+00:00,0,vinanda seangakatan ub udh jd walikota kediri aku jadi apa?,1895095656211193899,,,in,,0,3,0,https://x.com/umikkuu/status/1895095656211193899,1049217230091706368,umikkuu,vinanda seangakatan ub udh jd walikota kediri aku jadi apa,Vinanda Seangakatan Ub has already been a Mayor of Kediri so what,neutral,2025-02-27,0
1893903143458459831,2025-02-24 06:07:44+00:00,0,@henzieeAg Walikota kediri mamanya temenkuuuu bjir,1893905632140366083,,henzieeAg,in,,0,1,0,https://x.com/anodersait/status/1893905632140366083,1828800353443393539,anodersait,walikota kediri mamanya temenkuuuu bjir,"Mayor of Kediri, his mother's friend, my friend, bjir",positive,2025-02-24,0
1894603208523485564,2025-02-26 09:29:43+00:00,1,@MikaelDewabrata Di retret itu ada walikota kediri sila diperiksa seberapa kulitas orang ini.,1894681239409590474,,MikaelDewabrata,in,Jakarta Selatan,0,0,0,https://x.com/tsmaarif_/status/1894681239409590474,1653794812372602880,tsmaarif_,di retret itu ada walikota kediri sila diperiksa seberapa kulitas orang ini,"In the retreat there is the Mayor of Kediri, please examine how many people this person",positive,2025-02-26,1
1894553487624835239,2025-02-26 01:02:05+00:00,0,walikota Kediri tuh ternyata yg ditanya wartawan tp ga bisa jawab itu!!??,1894553487624835239,,,in,,0,0,0,https://x.com/lensesfp/status/1894553487624835239,1231798705822425095,lensesfp,walikota kediri tuh ternyata yg ditanya wartawan tp ga bisa jawab itu,The Mayor of Kediri turned out to be the one who was asked by reporters but could not answer that,neutral,2025-02-26,0
1893676461875208412,2025-02-24 02:20:32+00:00,4,@narkosun @FransAlosius Tau enggak lawannya calon Walikota Kediri?? Lebih parah kelakuane . Dalam pilkada tahun 2024 kota Kediri ketiban sial.,1893848456810070485,,narkosun,in,Ing Madyo MangunKarso,0,0,0,https://x.com/Mangun666/status/1893848456810070485,1470750822652809219,Mangun666,tau enggak lawannya calon walikota kediri lebih parah kelakuane dalam pilkada tahun kota kediri ketiban sial,Do you know that the opponent's candidate for the Mayor of Kediri is more severe in the elections,negative,2025-02-24,4
1893516577019998414,2025-02-23 07:54:11+00:00,2,@Black_Hunter_9 @PartaiSocmed @Birendrakuy Coba cek di IGnya Ning Ita Walikota Mojokerto. Srikandi Jatim disitu ada 4 Kada: Bunda Indah Lumajang trus Walikota Kediri Vinanda trus si Ning Ita barudeh Ipuk,1893570034414346253,,Black_Hunter_9,in,Jakarta,0,0,0,https://x.com/FelixSGL1/status/1893570034414346253,2862109627,FelixSGL1,coba cek di ignya ning ita walikota mojokerto srikandi jatim disitu ada kada bunda indah lumajang trus walikota kediri vinanda trus si ning ita barudeh ipuk,Try checking on the IG Ning Ita Mayor of Mojokerto Srikandi East Java there is Kada Bunda Indah Lumajang then the Mayor of Kediri Vinanda then the Ning Ita Barudeh Ipuk,neutral,2025-02-23,2
1895418442632864220,2025-02-28 12:48:16+00:00,0,@nmeilinaa Udah kayak gini eh terus masih aja dibandingin sama yang Walikota Kediri yang juga 26 th dan udah SH MH bakal lucu dan ngeselin sih ,1895455981922062761,,nmeilinaa,in,"Surabaya, Indonesia",0,1,0,https://x.com/FaizalOktaW/status/1895455981922062761,1254373016294658055,FaizalOktaW,udah kayak gini eh terus masih aja dibandingin sama yang walikota kediri yang juga th dan udah sh mh bakal lucu dan ngeselin sih,"already like this, eh, still, it's still compared to the Mayor of Kediri who is also TH and already SH MH will be funny and annoying anyway",positive,2025-02-28,0
